BUS_ID,Unnamed: 0,TYPE,PD,QD,GS,BS,AREA,VM,VA,BASEKV,ZONE,VMAX,VMIN,LAM_P,LAMQ,MU_VMAX,MU_VMIN,BUS_NAME,BUS_LOCATION,VOLL
bus2088,178,1,0,0,0,0,2,1.0001,-41.716,161,11,1.1,0.9,-5.34,-0.24,0,0,ARCHER 1 0,ARCHER  ,100
bus2089,179,2,0,0,0,0,2,1,-38.114,24,11,1.1,0.9,-5.28,0,0,0,ARCHER 1 1,ARCHER  ,100
bus2090,180,1,2.42,0.69,0,0,2,1.0025,-61.033,161,11,1.1,0.9,146.66,16.35,0,0,ANNONA 0,ANNONA ,14666
bus2091,181,1,17.05,4.83,0,0,2,1.0163,-33.979,161,10,1.1,0.9,-72.42,7.2,0,0,SEYMOUR 0,SEYMOUR ,100
bus2092,182,1,24.11,6.83,0,0,2,1.0054,-66.569,161,11,1.1,0.9,2570,618.26,0,0,DENISON 1 0,DENISON  ,257000
bus2093,183,1,0,0,0,0,2,1.0273,-30.621,161,10,1.1,0.9,21.74,-0.43,0,0,PANHANDLE 5 0,PANHANDLE  ,2174
bus2094,184,2,0,0,0,0,2,1.0273,-30.621,13.8,10,1.1,0.9,21.74,-0.43,0,0,PANHANDLE 5 1,PANHANDLE  ,2174
bus2095,185,2,0,0,0,0,2,1.0273,-30.621,13.8,10,1.1,0.9,21.74,-0.43,0,0,PANHANDLE 5 2,PANHANDLE  ,2174
bus2096,186,1,0,0,0,-122.33,2,1.02,-27.843,500,10,1.1,0.9,9.97,0.64,0,0,RALLS 1 0,RALLS  ,997
bus2097,187,1,0,0,0,0,2,1.0193,-27.282,230,10,1.1,0.9,7.26,0.58,0,0,RALLS 1 1,RALLS  ,726
bus2098,188,1,0,0,0,0,2,1.0256,-30.427,161,10,1.1,0.9,-18.41,-1.66,0,0,RALLS 1 2,RALLS  ,100
bus2099,189,2,0,0,0,0,2,1.02,-27.7,18,10,1.1,0.9,9.96,0,0,0,RALLS 1 3,RALLS  ,996
bus2100,190,2,0,0,0,0,2,1.02,-25.219,18,10,1.1,0.9,9.93,0,0,0,RALLS 1 4,RALLS  ,993
bus2101,191,1,0,0,0,0,2,1.0105,-62.673,500,11,1.1,0.9,150.87,18.31,0,0,SHERMAN 1 0,SHERMAN  ,15087
bus2102,192,1,0,0,0,0,2,1.0106,-64.121,161,11,1.1,0.9,176.22,27.2,0,0,SHERMAN 1 1,SHERMAN  ,17622
bus2103,193,2,0,0,0,0,2,1.0105,-62.673,20,11,1.1,0.9,150.87,18.31,0,0,SHERMAN 1 2,SHERMAN  ,15087
bus2104,194,2,0,0,0,0,2,1.0105,-62.673,20,11,1.1,0.9,150.87,18.31,0,0,SHERMAN 1 3,SHERMAN  ,15087
bus2105,195,2,0,0,0,0,2,1.0105,-62.673,20,11,1.1,0.9,150.87,18.31,0,0,SHERMAN 1 4,SHERMAN  ,15087
bus2106,196,1,14.4,4.08,0,0,2,0.98913,-66.198,161,11,1.1,0.9,178.08,28.53,0,0,WHITEWRIGHT 0,WHITEWRIGHT ,17808
bus2107,197,1,74.15,21.01,0,0,2,1.0052,-64.993,161,11,1.1,0.9,192.49,27.88,0,0,SHERMAN 2 0,SHERMAN  ,19249
bus2108,198,1,2.14,0.61,0,0,2,0.9991,-43.691,161,10,1.1,0.9,-182.58,88.36,0,0,ROCHESTER 0,ROCHESTER ,100
bus2109,199,1,33.81,9.58,0,0,2,1.0066,-46.357,161,11,1.1,0.9,29.53,4.94,0,0,BURKBURNETT 0,BURKBURNETT ,2953
bus2110,200,1,8.59,2.43,0,40.13,2,1.02,-62.27,161,11,1.1,0.9,257.17,0,0,0,MUENSTER 2 0,MUENSTER  ,25717
bus2111,201,1,13.95,3.95,0,0,2,0.99461,-48.99,161,11,1.1,0.9,-69.61,41.02,0,0,ARCHER CITY 0,ARCHER CITY ,100
bus2112,202,1,4.54,1.29,0,0,2,0.99166,-49.379,161,11,1.1,0.9,66.39,17.32,0,0,PETROLIA 0,PETROLIA ,6639
bus2113,203,1,0,0,0,0,2,1.0138,-56.233,500,11,1.1,0.9,133.99,9.77,0,0,PARIS 1 0,PARIS  ,13399
bus2114,204,1,70.78,20.05,0,0,2,1.0114,-57.52,161,11,1.1,0.9,136.16,11.95,0,0,PARIS 1 1,PARIS  ,13616
bus2115,205,2,0,0,0,0,2,1.0049,-52.24,13.8,11,1.1,0.9,132.25,10.08,0,0,PARIS 1 2,PARIS  ,13225
bus2116,206,2,0,0,0,0,2,1.0095,-54.164,13.8,11,1.1,0.9,133.15,9.89,0,0,PARIS 1 3,PARIS  ,13315
bus2117,207,2,0,0,0,0,2,1.0022,-51.6,13.8,11,1.1,0.9,132.18,10.12,0,0,PARIS 1 4,PARIS  ,13218
bus2118,208,2,0,0,0,0,2,1.0008,-51.092,13.8,11,1.1,0.9,131.9,10.19,0,0,PARIS 1 5,PARIS  ,13190
bus2119,209,2,0,0,0,0,2,1.0085,-53.712,13.8,11,1.1,0.9,132.97,9.93,0,0,PARIS 1 6,PARIS  ,13297
bus2120,210,2,0,0,0,0,2,1.01,-51.344,13.8,11,1.1,0.9,132.69,0,0,0,PARIS 1 7,PARIS  ,13269
bus2121,211,1,2.33,0.66,0,0,2,1.0061,-59.941,161,11,1.1,0.9,142.79,14.66,0,0,BAGWELL 0,BAGWELL ,14279
bus2122,212,1,6.72,1.9,0,0,2,0.9963,-61.143,161,11,1.1,0.9,151.13,19.27,0,0,TELEPHONE 0,TELEPHONE ,15113
bus2123,213,2,0,0,0,0,2,1.0285,-27.029,161,10,1.1,0.9,21.9,-0.58,0,0,PANHANDLE 1 0,PANHANDLE  ,2190
bus2124,214,1,21.29,6.03,0,0,2,0.98777,-67.273,161,11,1.1,0.9,185.15,31.62,0,0,VAN ALSTYNE 0,VAN ALSTYNE ,18515
bus2125,215,1,4.06,1.15,0,0,2,0.99329,-67.338,161,11,1.1,0.9,282.33,18.75,0,0,TIOGA 0,TIOGA ,28233
bus2126,216,1,14.24,4.03,0,0,2,1.0069,-67.005,161,11,1.1,0.9,433.86,-10.06,0,0,VALLEY VIEW 0,VALLEY VIEW ,43386
bus2127,217,2,0,0,0,-155.97,2,1.04,-33.968,500,10,1.1,0.9,25.38,0,0,0,MIAMI 0,MIAMI ,2538
bus2128,218,1,0,0,0,0,2,1.0301,-32.478,161,10,1.1,0.9,24.67,-0.51,0,0,MIAMI 1,MIAMI ,2467
bus2129,219,1,6.63,1.88,0,0,2,0.9922,-66.115,161,11,1.1,0.9,177.89,27.75,0,0,TRENTON 0,TRENTON ,17789
bus2130,220,1,0,0,0,0,2,1.0007,-42.302,161,10,1.1,0.9,-210.8,96.3,0,0,HASKELL 0,HASKELL ,100
bus2131,221,1,0,0,0,0,2,0.99517,-39.713,115,10,1.1,0.9,-270.01,97.46,0,0,HASKELL 1,HASKELL ,100
bus2132,222,1,11.94,3.38,0,10,2,1.0111,-41.452,115,10,1.1,0.9,-264.31,99.56,0,0,HASKELL 2,HASKELL ,100
bus2133,223,1,5.68,1.61,0,0,2,1.0129,-60.523,161,11,1.1,0.9,228.43,15.14,0,0,SAINT JO 0,SAINT JO ,22843
bus3001,224,1,0,0,0,0,3,1.0045,-56.056,230,28,1.1,0.9,47.38,6.47,0,0,KERRVILLE 0,KERRVILLE ,4738
bus3002,225,1,112.86,31.98,0,0,3,0.99254,-58.537,115,28,1.1,0.9,45.23,5.45,0,0,KERRVILLE 1,KERRVILLE ,4523
bus3003,226,1,0,0,0,0,3,1.0139,-18.246,115,27,1.1,0.9,-695.07,17,0,0,SWEETWATER 4 0,SWEETWATER  ,100
bus3004,227,2,0,0,0,0,3,1.009,-16.644,18,27,1.1,0.9,-694.75,16.93,0,0,SWEETWATER 4 1,SWEETWATER  ,100
bus3005,228,1,7.34,2.08,0,0,3,1.0106,-58.521,115,28,1.1,0.9,20.22,2.01,0,0,LEAKEY 0,LEAKEY ,2022
bus3006,229,1,7.35,2.08,0,0,3,0.99984,-26.878,115,27,1.1,0.9,-794.62,136.2,0,0,HAMLIN 0,HAMLIN ,100
bus3007,230,1,14.96,4.24,0,0,3,1.0123,-24.725,115,27,1.1,0.9,-1158.3,188.58,0,0,MERKEL 3 0,MERKEL  ,100
bus3008,231,1,19.81,5.61,0,0,3,0.99101,-37.184,115,27,1.1,0.9,-393.06,160.71,0,0,COLEMAN 0,COLEMAN ,100
bus3009,232,1,12.54,3.55,0,0,3,1.0111,-31.252,115,28,1.1,0.9,-263.41,27.71,0,0,SONORA 0,SONORA ,100
bus3010,233,1,4.67,1.32,0,0,3,0.99705,-57.525,115,28,1.1,0.9,20.45,1.72,0,0,CAMP WOOD 0,CAMP WOOD ,2045
bus3011,234,1,27.14,7.69,0,0,3,1.0069,-61.494,115,28,1.1,0.9,287.9,37.44,0,0,LLANO 0,LLANO ,28790
bus3012,235,1,0.56,0.16,0,0,3,1.0082,-61.089,115,28,1.1,0.9,300.44,34.53,0,0,WILLOW CITY 0,WILLOW CITY ,30044
bus3013,236,1,64.56,18.29,0,65,3,1.0158,-28.589,115,27,1.1,0.9,-960.18,183.86,0,0,ABILENE 4 0,ABILENE  ,100
bus3014,237,1,22,6.23,0,0,3,1.014,-53.588,115,28,1.1,0.9,76.17,27.97,0,0,KINGSLAND 0,KINGSLAND ,7617
bus3015,238,1,5.36,1.52,0,0,3,1.0112,-17.009,115,27,1.1,0.9,-269.59,-197.31,0,0,ROSCOE 6 0,ROSCOE  ,100
bus3016,239,1,0,0,0,0,3,1.0091,-21.985,115,27,1.1,0.9,-1129.8,123.33,0,0,BLACKWELL 0,BLACKWELL ,100
bus3017,240,2,0,0,0,0,3,1.01,-16.781,18,27,1.1,0.9,-1138.8,0,0,0,BLACKWELL 1,BLACKWELL ,100
bus3018,241,1,0,0,0,0,3,1.0229,-29.156,230,27,1.1,0.9,-157.19,-28.19,0,0,CHRISTOVAL 0,CHRISTOVAL ,100
bus3019,242,1,0,0,0,27.84,3,1.02,-30.777,115,27,1.1,0.9,-213.19,0,0,0,CHRISTOVAL 1,CHRISTOVAL ,100
bus3020,243,2,0,0,0,0,3,1.03,-25.014,13.8,27,1.1,0.9,-154.13,0,0,0,CHRISTOVAL 2,CHRISTOVAL ,100
bus3021,244,1,1.94,0.55,0,0,3,0.99923,-35.741,115,27,1.1,0.9,-338.63,100.99,0,0,LUEDERS 0,LUEDERS ,100
bus3022,245,1,24.59,6.97,0,0,3,0.99599,-18.121,115,27,1.1,0.9,-50,-138.8,0,0,COLORADO CITY 0,COLORADO CITY ,100
bus3023,246,1,10.41,2.95,0,46.37,3,1.02,-26.987,115,27,1.1,0.9,-538.51,0,0,0,STAMFORD 0,STAMFORD ,100
bus3024,247,1,10.13,2.87,0,0,3,1.0157,-31.223,115,28,1.1,0.9,-229.7,-19.67,0,0,ELDORADO 0,ELDORADO ,100
bus3025,248,1,13.67,3.87,0,0,3,0.99344,-45.629,115,28,1.1,0.9,-105.46,77.83,0,0,SAN SABA 0,SAN SABA ,100
bus3026,249,1,0,0,0,0,3,1.024,-36.853,230,27,1.1,0.9,-722.65,73.67,0,0,ABILENE 2 0,ABILENE  ,100
bus3027,250,1,0,0,0,0,3,1.017,-37.435,115,27,1.1,0.9,-740.59,323.85,0,0,ABILENE 2 1,ABILENE  ,100
bus3028,251,2,0,0,0,0,3,1.0369,-34.25,18,27,1.1,0.9,-726.05,2398.8,0,0,ABILENE 2 2,ABILENE  ,100
bus3029,252,1,4.87,1.38,0,0,3,1.0221,-53.841,115,28,1.1,0.9,47.79,0.36,0,0,LOMETA 0,LOMETA ,4779
bus3030,253,1,129.72,36.75,0,80,3,1.0082,-40.189,115,27,1.1,0.9,326.72,-108.02,0,0,SAN ANGELO 1 0,SAN ANGELO  ,32672
bus3031,254,1,14.73,4.17,0,0,3,0.99719,-26.254,115,27,1.1,0.9,-579.08,82.95,0,0,TUSCOLA 0,TUSCOLA ,100
bus3032,255,1,72.86,20.64,0,0,3,0.99991,-27.145,115,27,1.1,0.9,-959.52,165.5,0,0,ABILENE 7 0,ABILENE  ,100
bus3033,256,1,0,0,0,0,3,1.0072,-15.053,115,27,1.1,0.9,-809.5,10.49,0,0,SNYDER 1 0,SNYDER  ,100
bus3034,257,2,0,0,0,0,3,1.03,-5.7748,22,27,1.1,0.9,-806.79,0,0,0,SNYDER 1 1,SNYDER  ,100
bus3035,258,1,3.47,0.98,0,0,3,0.99598,-44.74,115,28,1.1,0.9,-96.95,75.17,0,0,CHEROKEE 0,CHEROKEE ,100
bus3036,259,1,5.8,1.64,0,0,3,0.99288,-41.905,115,28,1.1,0.9,-204.01,116.17,0,0,RICHLAND SPRINGS 0,RICHLAND SPRINGS ,100
bus3037,260,1,0,0,0,0,3,1.0229,-25.531,230,27,1.1,0.9,4.62,-6.5,0,0,ROSCOE 2 0,ROSCOE  ,462
bus3038,261,1,0,0,0,0,3,1.0039,-20.121,115,27,1.1,0.9,-111.31,-91.92,0,0,ROSCOE 2 1,ROSCOE  ,100
bus3039,262,2,0,0,0,0,3,1.0358,-22.932,13.8,27,1.1,0.9,5.22,-6.36,0,0,ROSCOE 2 2,ROSCOE  ,522
bus3040,263,1,14.61,4.14,0,0,3,0.99012,-34.465,115,27,1.1,0.9,51.99,-29.69,0,0,BALLINGER 0,BALLINGER ,5199
bus3041,264,1,0,0,0,0,3,1.0162,-29.295,230,27,1.1,0.9,44.29,-9.74,0,0,SILVER 0,SILVER ,4429
bus3042,265,1,8.75,2.48,0,0,3,1.0022,-18.843,115,27,1.1,0.9,-170.93,-1.39,0,0,SILVER 1,SILVER ,100
bus3043,266,2,0,0,0,0,3,1.0162,-29.295,13.8,27,1.1,0.9,44.29,-9.74,0,0,SILVER 2,SILVER ,4429
bus3044,267,2,0,0,0,0,3,1.0162,-29.295,13.8,27,1.1,0.9,44.29,-9.74,0,0,SILVER 3,SILVER ,4429
bus3045,268,2,0,0,0,0,3,1.0162,-29.295,13.8,27,1.1,0.9,44.29,-9.74,0,0,SILVER 4,SILVER ,4429
bus3046,269,1,0,0,0,200,3,1.0124,-34.756,230,27,1.1,0.9,61.97,-20.09,0,0,ROSCOE 5 0,ROSCOE  ,6197
bus3047,270,1,0,0,0,99.71,3,1.02,-20.528,115,27,1.1,0.9,-397.2,0,0,0,ROSCOE 5 1,ROSCOE  ,100
bus3048,271,2,0,0,0,0,3,1.018,-41.667,500,27,1.1,0.9,39.18,-12.01,0,0,ROSCOE 5 2,ROSCOE  ,3918
bus3049,272,1,10.58,3,0,0,3,1.0003,-30.031,115,27,1.1,0.9,-555.47,97.88,0,0,ANSON 0,ANSON ,100
bus3050,273,1,0,0,0,65,3,1.0138,-34.099,230,28,1.1,0.9,-89.28,-10.84,0,0,DEL RIO 0,DEL RIO ,100
bus3051,274,1,145.29,41.17,0,20,3,0.99532,-36.016,115,28,1.1,0.9,-129.88,-5.1,0,0,DEL RIO 1,DEL RIO ,100
bus3052,275,1,8.08,2.29,0,0,3,0.99753,-58.953,115,28,1.1,0.9,31.07,2.53,0,0,HUNT 0,HUNT ,3107
bus3053,276,1,0,0,0,0,3,1.026,-27.208,230,27,1.1,0.9,142.04,-25.78,0,0,WINGATE 0,WINGATE ,14204
bus3054,277,1,0,0,0,0,3,1.0058,-26.723,115,27,1.1,0.9,-339.43,-6.18,0,0,WINGATE 1,WINGATE ,100
bus3055,278,2,0,0,0,0,3,1.04,-24.318,13.8,27,1.1,0.9,143.92,0,0,0,WINGATE 2,WINGATE ,14392
bus3056,279,2,0,0,0,0,3,1.04,-21.727,13.8,27,1.1,0.9,144.51,0,0,0,WINGATE 3,WINGATE ,14451
bus3057,280,2,0,0,0,0,3,1.04,-21.895,13.8,27,1.1,0.9,144.46,0,0,0,WINGATE 4,WINGATE ,14446
bus3058,281,1,0,0,0,0,3,1.029,-24.016,230,27,1.1,0.9,48.25,-9.46,0,0,STERLING CITY 1 0,STERLING CITY  ,4825
bus3059,282,1,0,0,0,0,3,1.0078,-17.327,115,27,1.1,0.9,-66.18,-9.65,0,0,STERLING CITY 1 1,STERLING CITY  ,100
bus3060,283,2,0,0,0,0,3,1.04,-16.429,18,27,1.1,0.9,49.48,0,0,0,STERLING CITY 1 2,STERLING CITY  ,4948
bus3061,284,2,0,0,0,0,3,1.04,-18.606,18,27,1.1,0.9,49.17,0,0,0,STERLING CITY 1 3,STERLING CITY  ,4917
bus3062,285,2,0,0,0,0,3,1.04,-21.296,18,27,1.1,0.9,48.85,0,0,0,STERLING CITY 1 4,STERLING CITY  ,4885
bus3063,286,2,0,0,0,0,3,1.04,-20.139,18,27,1.1,0.9,48.99,0,0,0,STERLING CITY 1 5,STERLING CITY  ,4899
bus3064,287,1,0,0,0,0,3,1.0155,-18.483,115,27,1.1,0.9,-441.4,5.39,0,0,ROSCOE 4 0,ROSCOE  ,100
bus3065,288,2,0,0,0,0,3,1,-12.364,18,27,1.1,0.9,-437.63,0,0,0,ROSCOE 4 1,ROSCOE  ,100
bus3066,289,1,22.03,6.24,0,0,3,1.0008,-42.961,115,28,1.1,0.9,-85.4,67.11,0,0,BRADY 0,BRADY ,100
bus3067,290,1,0,0,0,0,3,1.0257,-19.847,115,27,1.1,0.9,-782.53,55,0,0,TRENT 1 0,TRENT  ,100
bus3068,291,2,0,0,0,0,3,1.04,-16.951,20,27,1.1,0.9,-785.43,0,0,0,TRENT 1 1,TRENT  ,100
bus3069,292,1,3.81,1.08,0,0,3,0.99616,-29.614,115,27,1.1,0.9,-685.86,165.66,0,0,OVALO 0,OVALO ,100
bus3070,293,1,0,0,0,0,3,1.0173,-21.15,115,27,1.1,0.9,-799.48,89.37,0,0,NOLAN 0,NOLAN ,100
bus3071,294,2,0,0,0,0,3,1.0028,-16.55,24,27,1.1,0.9,-805.84,691.42,0,0,NOLAN 1,NOLAN ,100
bus3072,295,1,5.98,1.7,0,0,3,1.0031,-38.792,115,27,1.1,0.9,181.74,-57.12,0,0,MILES 0,MILES ,18174
bus3073,296,1,0,0,0,0,3,1.001,-54.686,115,28,1.1,0.9,12.62,0.64,0,0,BRACKETTVILLE 2 0,BRACKETTVILLE  ,1262
bus3074,297,2,0,0,0,0,3,1,-52.164,13.8,28,1.1,0.9,12.57,0,0,0,BRACKETTVILLE 2 1,BRACKETTVILLE  ,1257
bus3075,298,1,12.18,3.45,0,0,3,0.99482,-40.369,115,28,1.1,0.9,-178.52,76.92,0,0,MASON 0,MASON ,100
bus3076,299,1,10.79,3.06,0,0,3,0.99726,-56.137,115,28,1.1,0.9,15.61,1.14,0,0,BRACKETTVILLE 3 0,BRACKETTVILLE  ,1561
bus3077,300,1,68.66,19.45,0,0,3,1.0004,-28.088,115,27,1.1,0.9,-880.5,169.79,0,0,ABILENE 6 0,ABILENE  ,100
bus3078,301,1,0,0,0,0,3,1.0183,-25.881,230,27,1.1,0.9,4.75,-4.13,0,0,HERMLEIGH 0,HERMLEIGH ,475
bus3079,302,1,0,0,0,0,3,1.0142,-24.09,161,27,1.1,0.9,-85.4,-5.49,0,0,HERMLEIGH 1,HERMLEIGH ,100
bus3080,303,1,0,0,0,0,3,1.0045,-21.192,115,27,1.1,0.9,-104.33,-69.58,0,0,HERMLEIGH 2,HERMLEIGH ,100
bus3081,304,2,0,0,0,0,3,1.04,-19.785,20,27,1.1,0.9,5.35,0,0,0,HERMLEIGH 3,HERMLEIGH ,535
bus3082,305,1,0,0,0,0,3,1.0174,-28.075,230,27,1.1,0.9,287.3,-82.05,0,0,MERKEL 1 0,MERKEL  ,28730
bus3083,306,1,0,0,0,0,3,1.0112,-24.254,115,27,1.1,0.9,-1601.1,252.46,0,0,MERKEL 1 1,MERKEL  ,100
bus3084,307,2,0,0,0,0,3,1,-18.203,13.8,27,1.1,0.9,301.29,0,0,0,MERKEL 1 2,MERKEL  ,30129
bus3085,308,1,0,0,0,0,3,1.0036,-18.447,115,27,1.1,0.9,-134.6,-121.22,0,0,LORAINE 1 0,LORAINE  ,100
bus3086,309,2,0,0,0,0,3,1,-11.5,13.2,27,1.1,0.9,-114.73,0,0,0,LORAINE 1 1,LORAINE  ,100
bus3087,310,2,0,0,0,0,3,1.0036,-18.447,13.2,27,1.1,0.9,-134.6,-121.22,0,0,LORAINE 1 2,LORAINE  ,100
bus3088,311,1,0,0,0,34.55,3,1.02,-33.277,230,27,1.1,0.9,73.39,0,0,0,ABILENE 1 0,ABILENE  ,7339
bus3089,312,1,0,0,0,0,3,1.0194,-35.946,161,27,1.1,0.9,58.86,-3.35,0,0,ABILENE 1 1,ABILENE  ,5886
bus3090,313,1,0,0,0,0,3,1.0196,-36.614,161,27,1.1,0.9,48.71,-3.21,0,0,ABILENE 1 2,ABILENE  ,4871
bus3091,314,1,0,0,0,81.81,3,1.02,-37.515,115,27,1.1,0.9,35.07,0,0,0,ABILENE 1 3,ABILENE  ,3507
bus3092,315,2,0,0,0,0,3,1.04,-26.432,13.8,27,1.1,0.9,73.11,0,0,0,ABILENE 1 4,ABILENE  ,7311
bus3093,316,1,5.05,1.43,0,0,3,0.99731,-58.332,115,28,1.1,0.9,24.57,2.07,0,0,ROCKSPRINGS 0,ROCKSPRINGS ,2457
bus3094,317,1,0,0,0,0,3,1.0137,-23.3,115,27,1.1,0.9,-1040.1,120.68,0,0,MERKEL 2 0,MERKEL  ,100
bus3095,318,2,0,0,0,0,3,1.04,-15.36,18,27,1.1,0.9,-1053.1,0,0,0,MERKEL 2 1,MERKEL  ,100
bus3096,319,1,0,0,0,0,3,1.0196,-21.481,230,27,1.1,0.9,-3.01,1.01,0,0,FLUVANNA 2 0,FLUVANNA  ,100
bus3097,320,1,0,0,0,0,3,1.0161,-19.625,115,27,1.1,0.9,-3.83,0.75,0,0,FLUVANNA 2 1,FLUVANNA  ,100
bus3098,321,2,0,0,0,0,3,1.04,-12.8,13.8,27,1.1,0.9,-3.11,0,0,0,FLUVANNA 2 2,FLUVANNA  ,100
bus3099,322,1,12.08,3.42,0,0,3,0.99855,-28.886,115,27,1.1,0.9,-897,189.17,0,0,DYESS AFB 0,DYESS AFB ,100
bus3100,323,1,8.53,2.42,0,0,3,1.0004,-35.021,115,27,1.1,0.9,-421.77,244.26,0,0,HAWLEY 0,HAWLEY ,100
bus3101,324,1,9.43,2.67,0,0,3,1.0017,-48.154,115,28,1.1,0.9,-47.35,37.66,0,0,BUCHANAN DAM 2 0,BUCHANAN DAM  ,100
bus3102,325,1,75.26,21.32,0,0,3,1.0109,-37.659,115,27,1.1,0.9,-710.72,466.51,0,0,ABILENE 3 0,ABILENE  ,100
bus3103,326,1,39.32,11.14,0,0,3,1.0068,-20.707,115,27,1.1,0.9,-937.12,67.76,0,0,SWEETWATER 5 0,SWEETWATER  ,100
bus3104,327,1,0,0,0,0,3,1.0087,-47.729,115,28,1.1,0.9,9.07,35.41,0,0,BUCHANAN DAM 1 0,BUCHANAN DAM  ,907
bus3105,328,2,0,0,0,0,3,1.0065,-42.109,13.2,28,1.1,0.9,3.41,121.1,0,0,BUCHANAN DAM 1 1,BUCHANAN DAM  ,341
bus3106,329,2,0,0,0,0,3,1,-41.072,13.2,28,1.1,0.9,0,0,0,0,BUCHANAN DAM 1 2,BUCHANAN DAM  ,100
bus3107,330,1,14.87,4.21,0,0,3,0.99229,-59.066,115,28,1.1,0.9,39.27,4.19,0,0,INGRAM 0,INGRAM ,3927
bus3108,331,1,23.52,6.66,0,0,3,1.0009,-57.072,115,28,1.1,0.9,77.47,10.88,0,0,KEMPNER 0,KEMPNER ,7747
bus3109,332,1,0,0,0,0,3,1.0166,-18.238,115,27,1.1,0.9,-4.4,0.58,0,0,FLUVANNA 1 0,FLUVANNA  ,100
bus3110,333,2,0,0,0,0,3,1.04,-10.722,13.8,27,1.1,0.9,-4.42,0,0,0,FLUVANNA 1 1,FLUVANNA  ,100
bus3111,334,1,0,0,0,0,3,1.0075,-16.492,115,27,1.1,0.9,-116.52,-1.59,0,0,STERLING CITY 2 0,STERLING CITY  ,100
bus3112,335,2,0,0,0,0,3,1,-8.3227,18,27,1.1,0.9,-114.6,0,0,0,STERLING CITY 2 1,STERLING CITY  ,100
bus3113,336,2,0,0,0,0,3,1,-8.3191,18,27,1.1,0.9,-115.05,0,0,0,STERLING CITY 2 2,STERLING CITY  ,100
bus3114,337,1,98.31,27.85,0,0,3,1.0056,-34.547,115,27,1.1,0.9,-336.61,-55.03,0,0,SAN ANGELO 2 0,SAN ANGELO  ,100
bus3115,338,1,9.58,2.71,0,0,3,1.0027,-21.924,115,27,1.1,0.9,-223.33,4.2,0,0,ROTAN 0,ROTAN ,100
bus3116,339,1,0,0,0,0,3,1.0045,-15.293,115,27,1.1,0.9,-791.11,2.27,0,0,SYNDER 0,SYNDER ,100
bus3117,340,2,0,0,0,0,3,1,-12.237,13.8,27,1.1,0.9,-789.33,0,0,0,SYNDER 1,SYNDER ,100
bus3118,341,2,0,0,0,0,3,1,-11.268,13.8,27,1.1,0.9,-786.29,0,0,0,SYNDER 2,SYNDER ,100
bus3119,342,1,0,0,0,0,3,1.0228,-52.159,115,28,1.1,0.9,3.17,2.53,0,0,BRACKETTVILLE 1 0,BRACKETTVILLE  ,317
bus3120,343,2,0,0,0,0,3,1.0232,-50.682,13.8,28,1.1,0.9,3.05,2.54,0,0,BRACKETTVILLE 1 1,BRACKETTVILLE  ,305
bus3121,344,1,0,0,0,0,3,1.0132,-16.426,115,27,1.1,0.9,-1173.7,23.28,0,0,ROSCOE 1 0,ROSCOE  ,100
bus3122,345,2,0,0,0,0,3,1,-7.5506,18,27,1.1,0.9,-1158.9,0,0,0,ROSCOE 1 1,ROSCOE  ,100
bus3123,346,1,66.07,18.72,0,0,3,0.99252,-57.215,115,28,1.1,0.9,12.89,0.51,0,0,UVALDE 0,UVALDE ,1289
bus3124,347,1,64.54,18.29,0,44.23,3,1.02,-60.021,115,28,1.1,0.9,264.53,0,0,0,FREDERICKSBURG 0,FREDERICKSBURG ,26453
bus3125,348,1,91.26,25.86,0,0,3,1.0038,-37.688,115,27,1.1,0.9,-83.75,90.47,0,0,ABILENE 5 0,ABILENE  ,100
bus3126,349,1,9.96,2.82,0,37.42,3,1.02,-57.578,115,28,1.1,0.9,13.07,0,0,0,SABINAL 0,SABINAL ,1307
bus3127,350,2,0,0,0,0,3,1.0148,-16.483,115,27,1.1,0.9,-1516.5,2114.8,0,0,SWEETWATER 2 0,SWEETWATER  ,100
bus3128,351,1,2.82,0.8,0,0,3,1.0067,-18.076,115,27,1.1,0.9,-176.81,-135.18,0,0,LORAINE 2 0,LORAINE  ,100
bus3129,352,2,0,0,0,0,3,1.0205,-16.898,115,27,1.1,0.9,-1142.8,1404.7,0,0,ROSCOE 3 0,ROSCOE  ,100
bus3130,353,1,92.15,26.11,0,0,3,1.0026,-19.108,115,27,1.1,0.9,-65.66,-14.85,0,0,SAN ANGELO 3 0,SAN ANGELO  ,100
bus3131,354,2,0,0,0,0,3,1.0176,-22.173,115,27,1.1,0.9,-869.89,106.77,0,0,TUSOCOLA 0,TUSOCOLA ,100
bus3132,355,1,9.56,2.71,0,0,3,0.9911,-40.364,115,28,1.1,0.9,-254.21,115.37,0,0,EDEN 0,EDEN ,100
bus3133,356,2,0,0,0,0,3,1.0165,-22.125,230,27,1.1,0.9,-7.23,1.24,0,0,SNYDER 2 0,SNYDER  ,100
bus3134,357,1,0,0,0,0,3,1.016,-22.9,161,27,1.1,0.9,-125.23,22.5,0,0,SNYDER 2 1,SNYDER  ,100
bus3135,358,1,0,0,0,0,3,1.0074,-19.34,161,27,1.1,0.9,-448.65,72.06,0,0,SNYDER 2 2,SNYDER  ,100
bus3136,359,1,46.96,13.3,0,0,3,1.0014,-15.649,115,27,1.1,0.9,-788.83,7.15,0,0,SNYDER 2 3,SNYDER  ,100
