,GEN_BUS,PG,QG,QMAX,QMIN,VG,MBASE,GEN_STATUS,PMAX,PMIN,PC1,PC2,QC1MIN,QC1MAX,QC2MIN,QC2MAX,RAMP_AGC,RAMP_10,RAMP_30,RAMP_Q,APF,MU_PMAX,MU_PMIN,MU_QMAX,MU_QMIN,COST_0,COST_1,COST_2,COST_3,COST_4,COST_5,COST_6,COST_7,COST_8,COST_9,COST_10,COST_11,FUEL_TYPE,GEN_TYPE,MINIMUM_UP_TIME,MINIMUM_DOWN_TIME,STARTUP_RAMP,SHUTDOWN_RAMP,RESERVE_PRICE,REGULATION_PRICE,VOM,STARTUP,SHUTDOWN,RAMP_COST
ng376,bus7081,165.51,29.93,116.38,-25.38,1.04,274.38,1,228.65,68.59,0,0,0,0,0,0,0,228.65,0,0,228.65,0,0,0,0,68.59,1371.8,228.65,3498.96814,0,0,0,0,0,0,0,0,ng,Thermal,3,2,91.46,91.46,2,1.5,1.91,5,2,1.32073025
ng377,bus7082,165.51,36.62,116.38,-25.38,1.04,274.38,1,228.65,68.59,0,0,0,0,0,0,0,228.65,0,0,228.65,0,0,0,0,68.59,1371.8,228.65,3498.96814,0,0,0,0,0,0,0,0,ng,Thermal,3,2,91.46,91.46,2,1.5,1.91,5,2,1.32073025
nuclear378,bus7098,1240.7,199.11,498.38,-111.05,1,1625.2,1,1354.3,406.29,0,0,0,0,0,0,0,1354.3,0,0,1354.3,0,0,0,0,406.29,8125.8,1354.3,8143.29463,0,0,0,0,0,0,0,0,nuclear,Thermal,3,2,541.72,541.72,2,1.5,1.91,5,2,0.001843461
nuclear379,bus7099,1350.5,6.01,498.38,-111.05,1,1625.2,1,1354.3,406.29,0,0,0,0,0,0,0,1354.3,0,0,1354.3,0,0,0,0,406.29,8125.8,1354.3,8083.43445,0,0,0,0,0,0,0,0,nuclear,Thermal,3,2,541.72,541.72,2,1.5,1.91,5,2,0.004464184
ng380,bus7107,149.58,76.35,76.35,-16.65,1.04,180,1,150,45,0,0,0,0,0,0,0,150,0,0,150,0,0,0,0,45,900,150,2465.52,0,0,0,0,0,0,0,0,ng,Thermal,3,2,60,60,2,1.5,1.91,5,2,1.47690566
ng381,bus7108,50.86,20.02,25.96,-5.66,1.04,61.2,1,51,15.3,0,0,0,0,0,0,0,51,0,0,51,0,0,0,0,15.3,306,51,1218.783,0,0,0,0,0,0,0,0,ng,Thermal,3,2,20.4,20.4,2,1.5,1.91,5,2,2.487147139
ng382,bus7109,50.86,24.3,25.96,-5.66,1.04,61.2,1,51,15.3,0,0,0,0,0,0,0,51,0,0,51,0,0,0,0,15.3,306,51,1218.783,0,0,0,0,0,0,0,0,ng,Thermal,3,2,20.4,20.4,2,1.5,1.91,5,2,2.487147139
ng383,bus7110,195.45,49.93,99.76,-21.76,1.04,235.2,1,196,58.8,0,0,0,0,0,0,0,196,0,0,196,0,0,0,0,58.8,1176,196,3065.3272,0,0,0,0,0,0,0,0,ng,Thermal,3,2,78.4,78.4,2,1.5,1.91,5,2,1.367096382
ng384,bus7111,195.45,48.69,99.76,-21.76,1.04,235.2,1,196,58.8,0,0,0,0,0,0,0,196,0,0,196,0,0,0,0,58.8,1176,196,3065.3272,0,0,0,0,0,0,0,0,ng,Thermal,3,2,78.4,78.4,2,1.5,1.91,5,2,1.367096382
ng385,bus7112,195.45,77.51,99.76,-21.76,1.04,235.2,1,196,58.8,0,0,0,0,0,0,0,196,0,0,196,0,0,0,0,58.8,1176,196,3065.3272,0,0,0,0,0,0,0,0,ng,Thermal,3,2,78.4,78.4,2,1.5,1.91,5,2,1.367096382
ng386,bus7113,195.45,41.78,99.76,-21.76,1.04,235.2,1,196,58.8,0,0,0,0,0,0,0,196,0,0,196,0,0,0,0,58.8,1176,196,3065.3272,0,0,0,0,0,0,0,0,ng,Thermal,3,2,78.4,78.4,2,1.5,1.91,5,2,1.367096382
ng387,bus7114,195.45,82.31,99.76,-21.76,1.04,235.2,1,196,58.8,0,0,0,0,0,0,0,196,0,0,196,0,0,0,0,58.8,1176,196,3065.3272,0,0,0,0,0,0,0,0,ng,Thermal,3,2,78.4,78.4,2,1.5,1.91,5,2,1.367096382
ng388,bus7115,195.45,82.67,99.76,-21.76,1.04,235.2,1,196,58.8,0,0,0,0,0,0,0,196,0,0,196,0,0,0,0,58.8,1176,196,3065.3272,0,0,0,0,0,0,0,0,ng,Thermal,3,2,78.4,78.4,2,1.5,1.91,5,2,1.367096382
ng389,bus7121,0,0,1.88,-0.41,1.04,4.44,1,3.7,1.11,0,0,0,0,0,0,0,3.7,0,0,3.7,0,0,0,0,1.11,22.2,3.7,644.35338,0,0,0,0,0,0,0,0,ng,Thermal,3,2,1.48,1.48,2,1.5,1.91,5,2,17.33017772
ng390,bus7122,0,0,2.19,-0.48,1.04,5.16,1,4.3,1.29,0,0,0,0,0,0,0,4.3,0,0,4.3,0,0,0,0,1.29,25.8,4.3,651.55485,0,0,0,0,0,0,0,0,ng,Thermal,3,2,1.72,1.72,2,1.5,1.91,5,2,15.6048591
ng391,bus7133,16.25,-1.81,8.3,-1.81,1,19.56,1,16.3,4.89,0,0,0,0,0,0,0,16.3,0,0,16.3,0,0,0,0,4.89,97.8,16.3,796.02217,0,0,0,0,0,0,0,0,ng,Thermal,3,2,6.52,6.52,2,1.5,1.91,5,2,5.626286624
ng392,bus7134,205.97,-22.93,105.13,-22.93,1,247.86,1,206.55,61.97,0,0,0,0,0,0,0,206.55,0,0,206.55,0,0,0,0,61.97,1239.4,206.55,3204.60376,0,0,0,0,0,0,0,0,ng,Thermal,3,2,82.62,82.62,2,1.5,1.91,5,2,1.349913285
ng393,bus7135,205.97,-22.93,105.13,-22.93,1,247.86,1,206.55,61.97,0,0,0,0,0,0,0,206.55,0,0,206.55,0,0,0,0,61.97,1239.4,206.55,3204.60376,0,0,0,0,0,0,0,0,ng,Thermal,3,2,82.62,82.62,2,1.5,1.91,5,2,1.349913285
ng394,bus7136,205.97,-22.93,105.13,-22.93,1,247.86,1,206.55,61.97,0,0,0,0,0,0,0,206.55,0,0,206.55,0,0,0,0,61.97,1239.4,206.55,3204.60376,0,0,0,0,0,0,0,0,ng,Thermal,3,2,82.62,82.62,2,1.5,1.91,5,2,1.349913285
ng395,bus7137,205.97,-22.93,105.13,-22.93,1,247.86,1,206.55,61.97,0,0,0,0,0,0,0,206.55,0,0,206.55,0,0,0,0,61.97,1239.4,206.55,3204.60376,0,0,0,0,0,0,0,0,ng,Thermal,3,2,82.62,82.62,2,1.5,1.91,5,2,1.349913285
ng396,bus7138,379.64,-42.26,193.78,-42.26,1,456.84,1,380.7,114.21,0,0,0,0,0,0,0,380.7,0,0,380.7,0,0,0,0,114.21,2284.2,380.7,5604.42764,0,0,0,0,0,0,0,0,ng,Thermal,3,2,152.28,152.28,2,1.5,1.91,5,2,1.241252996
ng397,bus7139,58.84,-6.55,30.03,-6.55,1,70.8,1,59,17.7,0,0,0,0,0,0,0,59,0,0,59,0,0,0,0,17.7,354,59,1317.2925,0,0,0,0,0,0,0,0,ng,Thermal,3,2,23.6,23.6,2,1.5,1.91,5,2,2.277287234
ng398,bus7140,58.84,-6.55,30.03,-6.55,1,70.8,1,59,17.7,0,0,0,0,0,0,0,59,0,0,59,0,0,0,0,17.7,354,59,1317.2925,0,0,0,0,0,0,0,0,ng,Thermal,3,2,23.6,23.6,2,1.5,1.91,5,2,2.277287234
ng399,bus7141,58.84,-6.55,30.03,-6.55,1,70.8,1,59,17.7,0,0,0,0,0,0,0,59,0,0,59,0,0,0,0,17.7,354,59,1317.2925,0,0,0,0,0,0,0,0,ng,Thermal,3,2,23.6,23.6,2,1.5,1.91,5,2,2.277287234
ng400,bus7142,58.84,-6.55,30.03,-6.55,1,70.8,1,59,17.7,0,0,0,0,0,0,0,59,0,0,59,0,0,0,0,17.7,354,59,1317.2925,0,0,0,0,0,0,0,0,ng,Thermal,3,2,23.6,23.6,2,1.5,1.91,5,2,2.277287234
ng401,bus7146,10.17,-1.13,5.19,-1.13,1.01,12.24,1,10.2,3.06,0,0,0,0,0,0,0,10.2,0,0,10.2,0,0,0,0,3.06,61.2,10.2,722.47854,0,0,0,0,0,0,0,0,ng,Thermal,3,2,4.08,4.08,2,1.5,1.91,5,2,8.123814988
ng402,bus7162,110.29,56.3,56.3,-12.28,1.04,132.72,1,110.6,33.18,0,0,0,0,0,0,0,110.6,0,0,110.6,0,0,0,0,33.18,663.6,110.6,1962.11642,0,0,0,0,0,0,0,0,ng,Thermal,3,2,44.24,44.24,2,1.5,1.91,5,2,1.655848534
ng403,bus7163,110.29,56.3,56.3,-12.28,1.04,132.72,1,110.6,33.18,0,0,0,0,0,0,0,110.6,0,0,110.6,0,0,0,0,33.18,663.6,110.6,1962.11642,0,0,0,0,0,0,0,0,ng,Thermal,3,2,44.24,44.24,2,1.5,1.91,5,2,1.655848534
ng404,bus7164,110.29,56.3,56.3,-12.28,1.04,132.72,1,110.6,33.18,0,0,0,0,0,0,0,110.6,0,0,110.6,0,0,0,0,33.18,663.6,110.6,1962.11642,0,0,0,0,0,0,0,0,ng,Thermal,3,2,44.24,44.24,2,1.5,1.91,5,2,1.655848534
ng405,bus7165,110.29,56.3,56.3,-12.28,1.04,132.72,1,110.6,33.18,0,0,0,0,0,0,0,110.6,0,0,110.6,0,0,0,0,33.18,663.6,110.6,1962.11642,0,0,0,0,0,0,0,0,ng,Thermal,3,2,44.24,44.24,2,1.5,1.91,5,2,1.655848534
ng406,bus7166,110.29,54.93,56.3,-12.28,1.04,132.72,1,110.6,33.18,0,0,0,0,0,0,0,110.6,0,0,110.6,0,0,0,0,33.18,663.6,110.6,1962.11642,0,0,0,0,0,0,0,0,ng,Thermal,3,2,44.24,44.24,2,1.5,1.91,5,2,1.655848534
ng407,bus7167,110.29,45.65,56.3,-12.28,1.04,132.72,1,110.6,33.2,0,0,0,0,0,0,0,110.6,0,0,110.6,0,0,0,0,33.2,664,110.6,1961.8074,0,0,0,0,0,0,0,0,ng,Thermal,3,2,44.24,44.24,2,1.5,1.91,5,2,1.655366582
ng408,bus7168,87.48,44.65,44.65,-9.74,1.04,105.26,1,87.72,26.32,0,0,0,0,0,0,0,87.72,0,0,87.72,0,0,0,0,26.32,526.4,87.72,1674.1314,0,0,0,0,0,0,0,0,ng,Thermal,3,2,35.088,35.088,2,1.5,1.91,5,2,1.839313141
ng409,bus7169,87.48,44.65,44.65,-9.74,1.04,105.26,1,87.72,26.3,0,0,0,0,0,0,0,87.72,0,0,87.72,0,0,0,0,26.3,526,87.72,1674.43842,0,0,0,0,0,0,0,0,ng,Thermal,3,2,35.088,35.088,2,1.5,1.91,5,2,1.839856488
ng410,bus7170,333.76,130.81,178.59,-38.95,1.04,421.04,1,350.87,105.26,0,0,0,0,0,0,0,350.87,0,0,350.87,0,0,0,0,105.26,2105.2,350.87,5180.09305,0,0,0,0,0,0,0,0,ng,Thermal,3,2,140.348,140.348,2,1.5,1.91,5,2,1.246864705
ng411,bus7189,6.88,3.51,3.51,-0.77,1.03,8.28,1,6.9,2.07,0,0,0,0,0,0,0,6.9,0,0,6.9,0,0,0,0,2.07,41.4,6.9,682.78068,0,0,0,0,0,0,0,0,ng,Thermal,3,2,2.76,2.76,2,1.5,1.91,5,2,11.00138388
ng412,bus7190,47.87,13.81,24.43,-5.33,1.03,57.6,1,48,14.4,0,0,0,0,0,0,0,48,0,0,48,0,0,0,0,14.4,288,48,1181.9472,0,0,0,0,0,0,0,0,ng,Thermal,3,2,19.2,19.2,2,1.5,1.91,5,2,2.583662428
ng413,bus7191,0,0,2.55,-0.55,1.03,6,1,5,1.5,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,1.5,30,5,659.958,0,0,0,0,0,0,0,0,ng,Thermal,3,2,2,2,2,1.5,1.91,5,2,13.99906667
ng414,bus7192,34.9,17.81,17.81,-3.88,1.03,42,1,35,10.5,0,0,0,0,0,0,0,35,0,0,35,0,0,0,0,10.5,210,35,1022.9155,0,0,0,0,0,0,0,0,ng,Thermal,3,2,14,14,2,1.5,1.91,5,2,3.187903922
ng415,bus7193,7.48,3.82,3.82,-0.83,1.03,9,1,7.5,2.25,0,0,0,0,0,0,0,7.5,0,0,7.5,0,0,0,0,2.25,45,7.5,689.99475,0,0,0,0,0,0,0,0,ng,Thermal,3,2,3,3,2,1.5,1.91,5,2,10.319916
ng416,bus7194,230.31,49.08,117.55,-25.64,1.03,277.14,1,230.95,69.28,0,0,0,0,0,0,0,230.95,0,0,230.95,0,0,0,0,69.28,1385.6,230.95,3529.74493,0,0,0,0,0,0,0,0,ng,Thermal,3,2,92.38,92.38,2,1.5,1.91,5,2,1.318094873
ng417,bus7195,230.31,42.27,117.55,-25.64,1.03,277.14,1,230.95,69.28,0,0,0,0,0,0,0,230.95,0,0,230.95,0,0,0,0,69.28,1385.6,230.95,3529.74493,0,0,0,0,0,0,0,0,ng,Thermal,3,2,92.38,92.38,2,1.5,1.91,5,2,1.318094873
ng418,bus7196,230.31,76.74,117.55,-25.64,1.03,277.14,1,230.95,69.28,0,0,0,0,0,0,0,230.95,0,0,230.95,0,0,0,0,69.28,1385.6,230.95,3529.74493,0,0,0,0,0,0,0,0,ng,Thermal,3,2,92.38,92.38,2,1.5,1.91,5,2,1.318094873
ng419,bus7197,230.31,117.55,117.55,-25.64,1.03,277.14,1,230.95,69.28,0,0,0,0,0,0,0,230.95,0,0,230.95,0,0,0,0,69.28,1385.6,230.95,3529.74493,0,0,0,0,0,0,0,0,ng,Thermal,3,2,92.38,92.38,2,1.5,1.91,5,2,1.318094873
ng420,bus7207,0,0,2.04,-0.44,1.04,4.8,1,4,1.2,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,1.2,24,4,647.9524,0,0,0,0,0,0,0,0,ng,Thermal,3,2,1.6,1.6,2,1.5,1.91,5,2,16.4198
ng421,bus7208,762.86,84.91,389.39,-84.92,1.04,918,1,765,229.5,0,0,0,0,0,0,0,765,0,0,765,0,0,0,0,229.5,4590,765,13670.431,0,0,0,0,0,0,0,0,ng,Thermal,3,2,306,306,2,1.5,1.91,5,2,1.692531407
ng422,bus7209,762.86,111.04,389.39,-84.92,1.04,918,1,765,229.5,0,0,0,0,0,0,0,765,0,0,765,0,0,0,0,229.5,4590,765,13670.431,0,0,0,0,0,0,0,0,ng,Thermal,3,2,306,306,2,1.5,1.91,5,2,1.692531407
ng423,bus7210,178,29.21,90.86,-19.81,1.04,214.2,1,178.5,53.55,0,0,0,0,0,0,0,178.5,0,0,178.5,0,0,0,0,53.55,1071,178.5,2835.58755,0,0,0,0,0,0,0,0,ng,Thermal,3,2,71.4,71.4,2,1.5,1.91,5,2,1.401022271
ng424,bus7211,178,40.97,90.86,-19.81,1.04,214.2,1,178.5,53.55,0,0,0,0,0,0,0,178.5,0,0,178.5,0,0,0,0,53.55,1071,178.5,2835.58755,0,0,0,0,0,0,0,0,ng,Thermal,3,2,71.4,71.4,2,1.5,1.91,5,2,1.401022271
ng425,bus7212,178,26.57,90.86,-19.81,1.04,214.2,1,178.5,53.55,0,0,0,0,0,0,0,178.5,0,0,178.5,0,0,0,0,53.55,1071,178.5,2835.58755,0,0,0,0,0,0,0,0,ng,Thermal,3,2,71.4,71.4,2,1.5,1.91,5,2,1.401022271
ng426,bus7266,303.75,-33.81,155.04,-33.81,1.01,365.52,1,304.6,91.38,0,0,0,0,0,0,0,304.6,0,0,304.6,0,0,0,0,91.38,1827.6,304.6,4532.81244,0,0,0,0,0,0,0,0,ng,Thermal,3,2,121.84,121.84,2,1.5,1.91,5,2,1.262819737
ng427,bus7267,90.39,-10.06,46.14,-10.06,1.01,108.77,1,90.64,27.19,0,0,0,0,0,0,0,90.64,0,0,90.64,0,0,0,0,27.19,543.8,90.64,1710.8058,0,0,0,0,0,0,0,0,ng,Thermal,3,2,36.256,36.256,2,1.5,1.91,5,2,1.810714973
ng428,bus7268,90.39,-10.06,46.14,-10.06,1.01,108.77,1,90.64,27.19,0,0,0,0,0,0,0,90.64,0,0,90.64,0,0,0,0,27.19,543.8,90.64,1710.8058,0,0,0,0,0,0,0,0,ng,Thermal,3,2,36.256,36.256,2,1.5,1.91,5,2,1.810714973
ng429,bus7269,90.39,-10.06,46.14,-10.06,1.01,108.77,1,90.64,27.19,0,0,0,0,0,0,0,90.64,0,0,90.64,0,0,0,0,27.19,543.8,90.64,1710.8058,0,0,0,0,0,0,0,0,ng,Thermal,3,2,36.256,36.256,2,1.5,1.91,5,2,1.810714973
ng430,bus7270,180.77,-20.12,92.27,-20.12,1.01,217.54,1,181.28,54.38,0,0,0,0,0,0,0,181.28,0,0,181.28,0,0,0,0,54.38,1087.6,181.28,2871.9909,0,0,0,0,0,0,0,0,ng,Thermal,3,2,72.512,72.512,2,1.5,1.91,5,2,1.395145348
ng431,bus7280,0,0,13.08,-2.85,1.04,30.84,1,25.7,7.71,0,0,0,0,0,0,0,25.7,0,0,25.7,0,0,0,0,7.71,154.2,25.7,909.82121,0,0,0,0,0,0,0,0,ng,Thermal,3,2,10.28,10.28,2,1.5,1.91,5,2,3.979047973
ng432,bus7281,0,0,7.64,-1.67,1.04,18,1,15,4.5,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,4.5,90,15,780.336,0,0,0,0,0,0,0,0,ng,Thermal,3,2,6,6,2,1.5,1.91,5,2,6.002921739
solar433,bus7284,0,0,0,0,1.04,9,1,7.5,2.25,0,0,0,0,0,0,0,7.5,0,0,7.5,0,0,0,0,2.25,0,7.5,0,0,0,0,0,0,0,0,0,solar,Renewable,3,2,3,3,2,1.5,1.91,5,2,0
solar434,bus7285,21.22,0,0,0,1.04,33.96,1,21.22,21.22,0,0,0,0,0,0,0,21.22,0,0,28.3,0,0,0,0,21.22,0,21.22,0,0,0,0,0,0,0,0,0,solar,Renewable,3,2,21.22,21.22,2,1.5,1.91,5,2,0
solar435,bus7286,21.22,0,0,0,1.04,33.96,1,21.22,21.22,0,0,0,0,0,0,0,21.22,0,0,28.3,0,0,0,0,21.22,0,21.22,0,0,0,0,0,0,0,0,0,solar,Renewable,3,2,21.22,21.22,2,1.5,1.91,5,2,0
solar436,bus7287,21.22,0,0,0,1.04,33.96,1,21.22,21.22,0,0,0,0,0,0,0,21.22,0,0,28.3,0,0,0,0,21.22,0,21.22,0,0,0,0,0,0,0,0,0,solar,Renewable,3,2,21.22,21.22,2,1.5,1.91,5,2,0
solar437,bus7288,21.22,0,0,0,1.04,33.96,1,21.22,21.22,0,0,0,0,0,0,0,21.22,0,0,28.3,0,0,0,0,21.22,0,21.22,0,0,0,0,0,0,0,0,0,solar,Renewable,3,2,21.22,21.22,2,1.5,1.91,5,2,0
solar438,bus7289,42.45,0,0,0,1.04,67.92,1,42.45,42.45,0,0,0,0,0,0,0,42.45,0,0,56.6,0,0,0,0,42.45,0,42.45,0,0,0,0,0,0,0,0,0,solar,Renewable,3,2,42.45,42.45,2,1.5,1.91,5,2,0
ng439,bus7307,96.41,49.21,49.21,-10.73,1.04,116.02,1,96.68,29,0,0,0,0,0,0,0,96.68,0,0,96.68,0,0,0,0,29,580,96.68,1894.49712,0,0,0,0,0,0,0,0,ng,Thermal,3,2,38.672,38.672,2,1.5,1.91,5,2,1.913944554
ng440,bus7308,96.41,49.21,49.21,-10.73,1.04,116.02,1,96.68,29,0,0,0,0,0,0,0,96.68,0,0,96.68,0,0,0,0,29,580,96.68,1894.49712,0,0,0,0,0,0,0,0,ng,Thermal,3,2,38.672,38.672,2,1.5,1.91,5,2,1.913944554
ng441,bus7309,0,0,49.21,-10.73,1.04,116.02,1,96.68,29,0,0,0,0,0,0,0,96.68,0,0,96.68,0,0,0,0,29,580,96.68,1894.49712,0,0,0,0,0,0,0,0,ng,Thermal,3,2,38.672,38.672,2,1.5,1.91,5,2,1.913944554
ng442,bus7310,96.41,49.21,49.21,-10.73,1.04,116.02,1,96.68,29,0,0,0,0,0,0,0,96.68,0,0,96.68,0,0,0,0,29,580,96.68,1894.49712,0,0,0,0,0,0,0,0,ng,Thermal,3,2,38.672,38.672,2,1.5,1.91,5,2,1.913944554
ng443,bus7311,192.83,98.42,98.42,-21.46,1.04,232.04,1,193.37,58.01,0,0,0,0,0,0,0,193.37,0,0,193.37,0,0,0,0,58.01,1160.2,193.37,3252.35272,0,0,0,0,0,0,0,0,ng,Thermal,3,2,77.348,77.348,2,1.5,1.91,5,2,1.534286242
ng444,bus7323,37.82,-13.82,63.36,-13.82,1.02,149.37,1,124.48,37.34,0,0,0,0,0,0,0,124.48,0,0,124.47,0,0,0,0,37.34,746.8,124.48,2138.43568,0,0,0,0,0,0,0,0,ng,Thermal,3,2,49.792,49.792,2,1.5,1.91,5,2,1.578892308
ng445,bus7324,37.82,-13.82,63.36,-13.82,1.02,149.37,1,124.48,37.34,0,0,0,0,0,0,0,124.48,0,0,124.47,0,0,0,0,37.34,746.8,124.48,2138.43568,0,0,0,0,0,0,0,0,ng,Thermal,3,2,49.792,49.792,2,1.5,1.91,5,2,1.578892308
ng446,bus7325,37.82,-13.82,63.36,-13.82,1.02,149.37,1,124.48,37.34,0,0,0,0,0,0,0,124.48,0,0,124.47,0,0,0,0,37.34,746.8,124.48,2138.43568,0,0,0,0,0,0,0,0,ng,Thermal,3,2,49.792,49.792,2,1.5,1.91,5,2,1.578892308
ng447,bus7326,37.82,-13.82,63.36,-13.82,1.02,149.37,1,124.48,37.34,0,0,0,0,0,0,0,124.48,0,0,124.47,0,0,0,0,37.34,746.8,124.48,2138.43568,0,0,0,0,0,0,0,0,ng,Thermal,3,2,49.792,49.792,2,1.5,1.91,5,2,1.578892308
ng448,bus7329,30.97,42.25,51.87,-11.31,1.04,122.28,1,101.9,30.57,0,0,0,0,0,0,0,101.9,0,0,101.9,0,0,0,0,30.57,611.4,101.9,1966.10197,0,0,0,0,0,0,0,0,ng,Thermal,3,2,40.76,40.76,2,1.5,1.91,5,2,1.872946177
coal449,bus7334,0,0,2.19,-0.57,1.04,5.64,1,4.7,1.41,0,0,0,0,0,0,0,4.7,0,0,4.7,0,0,0,0,1.41,28.2,4.7,297.55759,0,0,0,0,0,0,0,0,coal,Thermal,3,2,1.88,1.88,2,1.5,1.91,5,2,6.278731702
coal450,bus7335,137.81,153.88,211.33,-55.33,1.04,544.2,1,453.5,136.05,0,0,0,0,0,0,0,453.5,0,0,453.5,0,0,0,0,136.05,2721,453.5,7192.00895,0,0,0,0,0,0,0,0,coal,Thermal,3,2,181.4,181.4,2,1.5,1.91,5,2,1.403990878
ng451,bus7349,312.95,139.37,159.74,-34.83,1.04,376.59,1,313.83,94.15,0,0,0,0,0,0,0,313.83,0,0,313.83,0,0,0,0,94.15,1883,313.83,4660.93024,0,0,0,0,0,0,0,0,ng,Thermal,3,2,125.532,125.532,2,1.5,1.91,5,2,1.258804713
ng452,bus7350,312.95,60.08,159.74,-34.83,1.04,376.59,1,313.83,94.15,0,0,0,0,0,0,0,313.83,0,0,313.83,0,0,0,0,94.15,1883,313.83,4660.93024,0,0,0,0,0,0,0,0,ng,Thermal,3,2,125.532,125.532,2,1.5,1.91,5,2,1.258804713
ng453,bus7351,312.95,47.25,159.74,-34.83,1.04,376.59,1,313.83,94.15,0,0,0,0,0,0,0,313.83,0,0,313.83,0,0,0,0,94.15,1883,313.83,4660.93024,0,0,0,0,0,0,0,0,ng,Thermal,3,2,125.532,125.532,2,1.5,1.91,5,2,1.258804713
ng454,bus7352,312.95,49.14,159.74,-34.83,1.04,376.59,1,313.83,94.15,0,0,0,0,0,0,0,313.83,0,0,313.83,0,0,0,0,94.15,1883,313.83,4660.93024,0,0,0,0,0,0,0,0,ng,Thermal,3,2,125.532,125.532,2,1.5,1.91,5,2,1.258804713
ng455,bus7353,594.84,76.49,348.26,-75.95,1.04,821.04,1,684.2,205.26,0,0,0,0,0,0,0,684.2,0,0,684.2,0,0,0,0,205.26,4105.2,684.2,12464.11498,0,0,0,0,0,0,0,0,ng,Thermal,3,2,273.68,273.68,2,1.5,1.91,5,2,1.741658328
ng456,bus7354,591.07,124.13,348.26,-75.95,1.04,821.04,1,684.2,205.26,0,0,0,0,0,0,0,684.2,0,0,684.2,0,0,0,0,205.26,4105.2,684.2,12464.11498,0,0,0,0,0,0,0,0,ng,Thermal,3,2,273.68,273.68,2,1.5,1.91,5,2,1.741658328
ng457,bus7355,591.07,123.23,348.26,-75.95,1.04,821.04,1,684.2,205.26,0,0,0,0,0,0,0,684.2,0,0,684.2,0,0,0,0,205.26,4105.2,684.2,12464.11498,0,0,0,0,0,0,0,0,ng,Thermal,3,2,273.68,273.68,2,1.5,1.91,5,2,1.741658328
ng458,bus7356,591.02,128.79,348.26,-75.95,1.04,821.04,1,684.2,205,0,0,0,0,0,0,0,684.2,0,0,684.2,0,0,0,0,205,4100,684.2,12468.7864,0,0,0,0,0,0,0,0,ng,Thermal,3,2,273.68,273.68,2,1.5,1.91,5,2,1.742771012
ng459,bus7357,16.25,8.3,8.3,-1.81,1.04,19.56,1,16.3,4.89,0,0,0,0,0,0,0,16.3,0,0,16.3,0,0,0,0,4.89,97.8,16.3,796.02217,0,0,0,0,0,0,0,0,ng,Thermal,3,2,6.52,6.52,2,1.5,1.91,5,2,5.626286624
ng460,bus7358,224.57,39.17,114.63,-25,1.04,270.24,1,225.2,67.56,0,0,0,0,0,0,0,225.2,0,0,225.2,0,0,0,0,67.56,1351.2,225.2,3452.78856,0,0,0,0,0,0,0,0,ng,Thermal,3,2,90.08,90.08,2,1.5,1.91,5,2,1.324753253
ng461,bus7359,224.57,86.67,114.63,-25,1.04,270.24,1,225.2,67.56,0,0,0,0,0,0,0,225.2,0,0,225.2,0,0,0,0,67.56,1351.2,225.2,3452.78856,0,0,0,0,0,0,0,0,ng,Thermal,3,2,90.08,90.08,2,1.5,1.91,5,2,1.324753253
ng462,bus7360,224.57,52.95,114.63,-25,1.04,270.24,1,225.2,67.56,0,0,0,0,0,0,0,225.2,0,0,225.2,0,0,0,0,67.56,1351.2,225.2,3452.78856,0,0,0,0,0,0,0,0,ng,Thermal,3,2,90.08,90.08,2,1.5,1.91,5,2,1.324753253
ng463,bus7361,102.41,32.4,52.27,-11.4,1.04,123.24,1,102.7,30.81,0,0,0,0,0,0,0,102.7,0,0,102.7,0,0,0,0,30.81,616.2,102.7,1862.30624,0,0,0,0,0,0,0,0,ng,Thermal,3,2,41.08,41.08,2,1.5,1.91,5,2,1.709570915
ng464,bus7369,106.97,32.85,54.6,-11.91,1.04,128.72,1,107.27,32.18,0,0,0,0,0,0,0,107.27,0,0,107.27,0,0,0,0,32.18,643.6,107.27,1920.07433,0,0,0,0,0,0,0,0,ng,Thermal,3,2,42.908,42.908,2,1.5,1.91,5,2,1.677584873
ng465,bus7370,106.97,26.39,54.6,-11.91,1.04,128.72,1,107.27,32.18,0,0,0,0,0,0,0,107.27,0,0,107.27,0,0,0,0,32.18,643.6,107.27,1920.07433,0,0,0,0,0,0,0,0,ng,Thermal,3,2,42.908,42.908,2,1.5,1.91,5,2,1.677584873
ng466,bus7371,106.97,31.59,54.6,-11.91,1.04,128.72,1,107.27,32.18,0,0,0,0,0,0,0,107.27,0,0,107.27,0,0,0,0,32.18,643.6,107.27,1920.07433,0,0,0,0,0,0,0,0,ng,Thermal,3,2,42.908,42.908,2,1.5,1.91,5,2,1.677584873
ng467,bus7372,106.97,33.74,54.6,-11.91,1.04,128.72,1,107.27,32.18,0,0,0,0,0,0,0,107.27,0,0,107.27,0,0,0,0,32.18,643.6,107.27,1920.07433,0,0,0,0,0,0,0,0,ng,Thermal,3,2,42.908,42.908,2,1.5,1.91,5,2,1.677584873
